Source,Title,Link,Summary,Published,SEO_Score,cleaned,topic_cluster,sentiment_score,lexicon_score,impact_score,impact_level,operational_tag,event_flag,cluster_name
Ada Derana,Landslide evacuation warning issued to several areas in four districts extended,http://www.adaderana.lk/news.php?nid=115810,The Level-3  (Red) landslide evacuation warning issued to multiple areas in four districts has been extended. MORE..,"Tue, 09 Dec 2025 21:38:26 +0530",5.17,landslide evacuation warning issued several areas four districts extended level 3 red landslide evacuation warning issued multiple areas four districts extended,3,-0.5859,-10.0,-10.0,High Risk,"weather, sentiment",Major Event,"Sri, Lanka, Relief"
Ada Derana,Co-pilot of helicopter that crashed into Gin Oya in Lunuwila testifies in court,http://www.adaderana.lk/news.php?nid=115809,"Flight Lieutenant Eranga Chamara Ekanayake, the co-pilot of the Sri Lanka Air Force Bell 212 aircraft that crashed into the Gin Oya in Lunuwila, Wennappuwa, has stated in court that both the main pilot and he realized there was a technical defect in the aircraft before it crashed. MORE..","Tue, 09 Dec 2025 21:04:44 +0530",5.17,co pilot helicopter crashed gin oya lunuwila testifies court flight lieutenant eranga chamara ekanayake co pilot sri lanka air force bell 212 aircraft crashed gin oya lunuwila wennappuwa stated court main pilot realized technical defect aircraft crashed,4,-0.34,0.0,-0.34,Risk,"transport, security",Normal,"Road, Train, Aircraft"
Ada Derana,"Office trains from Rambukkana, Polgahawela and Kurunegala to resume tomorrow",http://www.adaderana.lk/news.php?nid=115808,The Department of Railways has announced that several office trains on the main line will resume operations tomorrow (10). MORE..,"Tue, 09 Dec 2025 20:17:53 +0530",5.17,office trains rambukkana polgahawela kurunegala resume tomorrow department railways announced several office trains main line resume operations tomorrow 10,2,0.0,0.0,0.0,Neutral,"weather, transport, security",Normal,"Reopen, Schools, Sri"
Ada Derana,International airlines expect to transport record 5.2 billion passengers in 2026- IATA,http://www.adaderana.lk/news.php?nid=115807,"International airlines expect to transport a record 5.2 billion passengers in 2026 despite global headwinds affecting the sector, the industry s trade association said on Tuesday. MORE..","Tue, 09 Dec 2025 20:00:55 +0530",5.17,international airlines expect transport record 5 2 billion passengers 2026 iata international airlines expect transport record 5 2 billion passengers 2026 despite global headwinds affecting sector industry trade association said tuesday,5,0.0,2.0,2.0,Opportunity,"weather, transport, energy, economic",Normal,"2026, 2025, Sector"
Ada Derana,"Sri Lanka s death toll from adverse weather continues to climb, 203 still missing",http://www.adaderana.lk/news.php?nid=115806,"The death toll due to the adverse weather conditions experienced in the country over the past few days has climbed to 639, the Disaster Management Center (DMC) has confirmed. MORE..","Tue, 09 Dec 2025 19:21:36 +0530",5.17,sri lanka death toll adverse weather continues climb 203 still missing death toll due adverse weather conditions experienced country past days climbed 639 disaster management center dmc confirmed,0,-0.959,-10.0,-10.0,High Risk,weather,Normal,"Lanka, Sri, Navy"
Ada Derana,EU releases €1.8 million in emergency assistance for Sri Lanka,http://www.adaderana.lk/news.php?nid=115804,"The European Union has released €1.8 million in emergency assistance for Sri Lanka, in response to the devastating landslide and floods in recent days. MORE..","Tue, 09 Dec 2025 19:01:38 +0530",5.17,eu releases 1 8 million emergency assistance sri lanka european union released 1 8 million emergency assistance sri lanka response devastating landslide floods recent days,3,-0.8591,-6.5,-7.3591,High Risk,"weather, health, sentiment",Major Event,"Sri, Lanka, Relief"
Ada Derana,Govt urges public not to share personnel information with unauthorized individuals,http://www.adaderana.lk/news.php?nid=115803,The general public has been requested not to be misled by fraudulent messages and to refrain from sharing personal information with individuals who claimed to be involved in programmes to provide relief to those affected by Cyclone Ditwah. MORE..,"Tue, 09 Dec 2025 18:34:37 +0530",5.17,govt urges public share personnel information unauthorized individuals general public requested misled fraudulent messages refrain sharing personal information individuals claimed involved programmes provide relief affected cyclone ditwah,3,0.5106,-0.5,0.010600000000000054,Neutral,"weather, sentiment",Major Event,"Sri, Lanka, Relief"
Ada Derana,Train collides with car at Piyadigama railway crossing in Galle,http://www.adaderana.lk/news.php?nid=115802,An accident occurred when a car collided with a train at the Piyadigama railway crossing in Galle. MORE..,"Tue, 09 Dec 2025 18:26:25 +0530",5.17,train collides car piyadigama railway crossing galle accident occurred car collided train piyadigama railway crossing galle,4,-0.6369,-4.5,-5.1369,High Risk,"weather, transport, security",Normal,"Road, Train, Aircraft"
Ada Derana,Cyclone Ditwah causes extensive pollution along 143km stretch of Sri Lanka s coastline,http://www.adaderana.lk/news.php?nid=115801,"A total of 143.03 kilometers of Sri Lanka s coastline have been polluted due to heavy flooding caused by the impact of Cyclone Ditwah, according to the Marine Environment Protection Authority (MEPA). MORE..","Tue, 09 Dec 2025 18:11:45 +0530",5.17,cyclone ditwah causes extensive pollution along 143km stretch sri lanka coastline total 143 03 kilometers sri lanka coastline polluted due heavy flooding caused impact cyclone ditwah according marine environment protection authority mepa,0,0.3612,-10.0,-9.6388,High Risk,"weather, sentiment",Normal,"Lanka, Sri, Navy"
Ada Derana,"National Audit Office to conduct over 3,500 audits in 2026",http://www.adaderana.lk/news.php?nid=115800,"The National Audit Office is scheduled to conduct a total of 3,508 audits in 2026. MORE..","Tue, 09 Dec 2025 17:43:00 +0530",5.17,national audit office conduct 3 500 audits 2026 national audit office scheduled conduct total 3 508 audits 2026,5,0.0,0.0,0.0,Neutral,general,Normal,"2026, 2025, Sector"
Ada Derana,"Fire breaks out at seven-storey building in Indonesia s Jakarta, 20 dead",http://www.adaderana.lk/news.php?nid=115799,"A fire broke out at a seven-storey building in Indonesia s capital Jakarta on Tuesday, an official said on Tuesday, with 20 people confirmed dead. MORE..","Tue, 09 Dec 2025 16:53:39 +0530",5.17,fire breaks seven storey building indonesia jakarta 20 dead fire broke seven storey building indonesia capital jakarta tuesday official said tuesday 20 people confirmed dead,3,-0.9451,-10.0,-10.0,High Risk,sentiment,Major Event,"Sri, Lanka, Relief"
Ada Derana,Union calls for debt relief for teachers and principals in disaster-affected areas,http://www.adaderana.lk/news.php?nid=115798,The Ceylon Teachers  Union (CTU) has urged the government to introduce an immediate concessional relief programme for teachers and principals affected by the recent disaster situation. MORE..,"Tue, 09 Dec 2025 16:48:11 +0530",5.17,union calls debt relief teachers principals disaster affected areas ceylon teachers union ctu urged government introduce immediate concessional relief programme teachers principals affected recent disaster situation,3,-0.7717,-5.0,-5.7717,High Risk,"weather, economic, sentiment",Major Event,"Sri, Lanka, Relief"
Ada Derana,Fairly heavy showers above 75 mm predicted for Northern and North-Central provinces,http://www.adaderana.lk/news.php?nid=115797,"The Northeast monsoon conditions have established over the island, the Department of Meteorology said. MORE..","Tue, 09 Dec 2025 16:40:44 +0530",5.17,fairly heavy showers 75 mm predicted northern north central provinces northeast monsoon conditions established island department meteorology said,0,0.0,0.0,0.0,Neutral,weather,Normal,"Lanka, Sri, Navy"
Ada Derana,A'L exam to resume on Jan. 12,http://www.adaderana.lk/news.php?nid=115796,"The Ministry of Education has announced that the 2025 GCE Advanced Level Examination will resume on January 12, 2026. MORE..","Tue, 09 Dec 2025 16:29:26 +0530",5.17,l exam resume jan 12 ministry education announced 2025 gce advanced level examination resume january 12 2026,5,0.25,0.0,0.25,Neutral,general,Normal,"2026, 2025, Sector"
Ada Derana,Another Indian relief aircraft arrives with bailey bridge and medical supplies,http://www.adaderana.lk/news.php?nid=115795,Another aircraft carrying a consignment of disaster relief humanitarian aid from India arrived at the Bandaranaike International Airport (BIA) this afternoon (09). MORE..,"Tue, 09 Dec 2025 16:22:19 +0530",5.17,another indian relief aircraft arrives bailey bridge medical supplies another aircraft carrying consignment disaster relief humanitarian aid india arrived bandaranaike international airport bia afternoon 09,3,0.2732,10.0,10.0,High Opportunity,"weather, transport, health",Major Event,"Sri, Lanka, Relief"
Ada Derana,"9,926 schools to reopen on Tuesday, 147 to remain closed - Education Ministry",http://www.adaderana.lk/news.php?nid=115794,"All schools in the Western, Southern, Northern, Sabaragamuwa, Eastern and North-Central provinces will reopen for academic activities on Tuesday (16), the Secretary to the Ministry of Education, Nalaka Kaluwewe has announced. MORE..","Tue, 09 Dec 2025 16:21:33 +0530",5.17,9 926 schools reopen tuesday 147 remain closed education ministry schools western southern northern sabaragamuwa eastern north central provinces reopen academic activities tuesday 16 secretary ministry education nalaka kaluwewe announced,2,0.0,0.0,0.0,Neutral,general,Normal,"Reopen, Schools, Sri"
Ada Derana,ASPI gains 439 points during today s trading,http://www.adaderana.lk/news.php?nid=115792,"The All Share Price Index (ASPI) of the Colombo Stock Exchange (CSE) closed above the 22,000-point mark after gaining more than 430 points during today s trading. MORE..","Tue, 09 Dec 2025 15:55:47 +0530",5.17,aspi gains 439 points today trading share price index aspi colombo stock exchange cse closed 22 000 point mark gaining 430 points today trading,2,0.7506,0.0,0.7506,Opportunity,economic,Normal,"Reopen, Schools, Sri"
Ada Derana,Sluice gate of Upper Kotmale Reservoir opened,http://www.adaderana.lk/news.php?nid=115791,"A sluice gate of the Upper Kotmale Reservoir has been opened due to rains in catchment areas, the Department of Irrigation has announced. MORE..","Tue, 09 Dec 2025 15:27:17 +0530",5.17,sluice gate upper kotmale reservoir opened sluice gate upper kotmale reservoir opened due rains catchment areas department irrigation announced,2,0.0,0.0,0.0,Neutral,weather,Normal,"Reopen, Schools, Sri"
Ada Derana,President Anura Kumara expresses gratitude to Donald Trump for standing with Sri Lanka,http://www.adaderana.lk/news.php?nid=115790,President Anura Kumara Dissanayake has expressed his gratitude to U.S. President Donald Trump for standing with Sri Lanka yet again at a time of need. MORE..,"Tue, 09 Dec 2025 15:05:24 +0530",5.17,president anura kumara expresses gratitude donald trump standing sri lanka president anura kumara dissanayake expressed gratitude u president donald trump standing sri lanka yet time need,3,0.765,0.0,0.765,Opportunity,sentiment,Major Event,"Sri, Lanka, Relief"
Ada Derana,"223,000 motorcycles, 55,000 cars and 13,000 three-wheelers registered in 2025 – DMT",http://www.adaderana.lk/news.php?nid=115789,"Motorcycles account for the highest number of vehicle registrations recorded so far this year (2025), the Department of Motor Traffic (DMT) has stated. MORE..","Tue, 09 Dec 2025 14:41:43 +0530",5.17,223 000 motorcycles 55 000 cars 13 000 three wheelers registered 2025 dmt motorcycles account highest number vehicle registrations recorded far year 2025 department motor traffic dmt stated,5,0.0772,0.0,0.0772,Neutral,transport,Normal,"2026, 2025, Sector"
The Island,"COPF examines NMRA regulations, NAO annual work programme, etc.",http://island.lk/copf-examines-nmra-regulations-nao-annual-work-programme-etc/,"The Committee on Public Finance (COPF), which met on 03 December, 2025, considered several important matters, including the regulations issued under the National Medicines Regulatory Authority Act, No. 05 of 2015, published in Gazette Extraordinary No. 2452/39 of 04 September 2025, the Annual Work Programme for 2026 of the National Audit Office, and the Final [&#8230;]","Wed, 10 Dec 2025 00:01:52 +0000",6.38,copf examines nmra regulations nao annual work programme etc committee public finance copf met 03 december 2025 considered several important matters including regulations issued national medicines regulatory authority act 05 2015 published gazette extraordinary 2452 39 04 september 2025 annual work programme 2026 national audit office final 8230,5,0.296,0.0,0.296,Neutral,"transport, health, economic, sentiment",Normal,"2026, 2025, Sector"
The Island,India-based Regional Specialised Meteorological Centre issued weather warning on 13 Nov.,http://island.lk/india-based-regional-specialised-meteorological-centre-issued-weather-warning-on-13-nov/,"The India Meteorological Department (IMD), which runs the Regional Specialised Meteorological Centre (RMSC) responsible for monitoring the oceans in this region and issuing warnings of cyclones, alerted Sri Lanka regarding the impending developments, according to an online report posted by The Indian Express. The report, headlined &#8216;Why Cyclone Ditwah caused large-scale damage in Sri Lanka,&#8217; [&#8230;]","Wed, 10 Dec 2025 00:00:43 +0000",6.38,india based regional specialised meteorological centre issued weather warning 13 nov india meteorological department imd runs regional specialised meteorological centre rmsc responsible monitoring oceans region issuing warnings cyclones alerted sri lanka regarding impending developments according online report posted indian express report headlined 8216 cyclone ditwah caused large scale damage sri lanka 8217 8230,3,-0.6705,-9.0,-9.6705,High Risk,"weather, transport, sentiment",Major Event,"Sri, Lanka, Relief"
The Island,Disaster relief and dirty politics,http://island.lk/disaster-relief-and-dirty-politics/,"Wednesday 10th December, 2025 Grama Niladharis (GNs) are up in arms, claiming that the JVP/NPP politicians and their lackeys are interfering with disaster relief programmes. Sri Lanka United Grama Niladhari Association (SLUGNA) President Nandana Ranasinghe told the media on Monday that JVP/NPP politicians and their supporters were meddling with the ongoing disaster relief operations at [&#8230;]","Tue, 09 Dec 2025 23:50:23 +0000",6.38,disaster relief dirty politics wednesday 10th december 2025 grama niladharis gns arms claiming jvp npp politicians lackeys interfering disaster relief programmes sri lanka united grama niladhari association slugna president nandana ranasinghe told media monday jvp npp politicians supporters meddling ongoing disaster relief operations 8230,3,-0.296,-3.5,-3.796,High Risk,"weather, transport, security, sentiment",Major Event,"Sri, Lanka, Relief"
The Island,Why TV debates won’t stop the killing,http://island.lk/why-tv-debates-wont-stop-the-killing/,"On Friday, 5th December, ITN’s Hathweni Peya turned its spotlight on road safety, a subject as urgent as it is lethal. True to the grand tradition of Sri Lankan television panels, the discussion featured a consultant neurosurgeon and a professor representing the road safety subcommittee. Yet, conspicuously absent were voices that could have grounded the [&#8230;]","Tue, 09 Dec 2025 23:50:20 +0000",6.38,tv debates stop killing friday 5th december itn hathweni peya turned spotlight road safety subject urgent lethal true grand tradition sri lankan television panels discussion featured consultant neurosurgeon professor representing road safety subcommittee yet conspicuously absent voices could grounded 8230,4,0.6808,-1.5,-0.8192,Risk,"transport, sentiment",Normal,"Road, Train, Aircraft"
The Island,Wealth Trust Securities to raise Rs. 500.8 million via IPO,http://island.lk/wealth-trust-securities-to-raise-rs-500-8-million-via-ipo/,"The recent announcement of Wealth Trust Securities Ltd.’s Rs. 500.8 million Initial Public Offering -IPO- comes at a moment when Sri Lanka’s interest-rate environment is gradually easing, allowing well-capitalised primary dealers to expand their trading portfolios and secure long-term positions in government securities. Company chairman Senaka Weerasooria told journalists in Colombo that the IPO is [&#8230;]","Tue, 09 Dec 2025 23:47:58 +0000",6.38,wealth trust securities raise rs 500 8 million via ipo recent announcement wealth trust securities ltd rs 500 8 million initial public offering ipo comes moment sri lanka interest rate environment gradually easing allowing well capitalised primary dealers expand trading portfolios secure long term positions government securities company chairman senaka weerasooria told journalists colombo ipo 8230,0,0.9806,1.0,1.9806,Opportunity,"transport, economic, sentiment",Normal,"Lanka, Sri, Navy"
The Island,Handunnetti and Colonial Shackles of English in Sri Lanka,http://island.lk/handunnetti-and-colonial-shackles-of-english-in-sri-lanka/,"&#8220;My tongue in English chains. I return, after a generation, to you. I am at the end of my Dravidic tether hunger for you unassuaged I falter, stumble.&#8221; &#8211; Indian poet R. Parthasarathy When Minister Sunil Handunnetti addressed the World Economic Forum’s ‘Is Asia&#8217;s Century at Risk?’ discussion as part of the Annual Meeting of [&#8230;]","Tue, 09 Dec 2025 23:45:55 +0000",6.38,handunnetti colonial shackles english sri lanka 8220 tongue english chains return generation end dravidic tether hunger unassuaged falter stumble 8221 8211 indian poet r parthasarathy minister sunil handunnetti addressed world economic forum asia 8217 century risk discussion part annual meeting 8230,3,-0.4767,0.0,-0.4767,Risk,"energy, sentiment",Major Event,"Sri, Lanka, Relief"
The Island,A national post-cyclone reflection period?,http://island.lk/a-national-post-cyclone-reflection-period/,"A call to transform schools from shelters of safety into sanctuaries of solidarity Sri Lanka has faced one of the most devastating natural disasters in its post-independence history. Cyclone Ditwah, with its torrential rains, landslides, flash floods, and widespread displacement, has left an imprint on the nation that will be remembered for decades. While rescue teams [&#8230;]","Tue, 09 Dec 2025 23:45:52 +0000",6.38,national post cyclone reflection period call transform schools shelters safety sanctuaries solidarity sri lanka faced one devastating natural disasters post independence history cyclone ditwah torrential rains landslides flash floods widespread displacement left imprint nation remembered decades rescue teams 8230,3,0.2263,-5.0,-4.7737,High Risk,weather,Major Event,"Sri, Lanka, Relief"
The Island,Venerable Mettavihari Denmarke passes away,http://island.lk/venerable-mettavihari-denmarke-passes-away/,"Danish Monk Who Revolutionised Digital Buddhism and World’s Buddhist Media The Buddhist community in Sri Lanka and around the world is mourning the passing of Venerable Mettavihari Denmarke, the Danish-born monk whose pioneering work transformed the modern dissemination of Theravada Buddhism. He passed away peacefully in Denmark recently, after battling with cancer. Born Jacub Jacobson, [&#8230;]","Tue, 09 Dec 2025 23:45:49 +0000",6.38,venerable mettavihari denmarke passes away danish monk revolutionised digital buddhism world buddhist media buddhist community sri lanka around world mourning passing venerable mettavihari denmarke danish born monk whose pioneering work transformed modern dissemination theravada buddhism passed away peacefully denmark recently battling cancer born jacub jacobson 8230,0,-0.7184,0.0,-0.7184,Risk,"health, sentiment",Normal,"Lanka, Sri, Navy"
The Island,VFS Global backs flood relief efforts,http://island.lk/vfs-global-backs-flood-relief-efforts/,"VFS Global has reaffirmed its solidarity with the people of Sri Lanka as the country faces severe flooding and landslides across multiple districts. Reflecting its longstanding partnership with Sri Lanka, the organisation has contributed to the Government’s official Flood Relief Fund, established by the Ministry of Foreign Affairs, to support urgent relief and recovery efforts, [&#8230;]","Tue, 09 Dec 2025 23:45:33 +0000",6.38,vfs global backs flood relief efforts vfs global reaffirmed solidarity people sri lanka country faces severe flooding landslides across multiple districts reflecting longstanding partnership sri lanka organisation contributed government official flood relief fund established ministry foreign affairs support urgent relief recovery efforts 8230,3,0.9042,-0.5,0.4042,Neutral,"weather, transport, sentiment",Major Event,"Sri, Lanka, Relief"
The Island,UNDP assessment paints a frightening picture in the aftermath of Cyclone Ditwah,http://island.lk/undp-assessment-paints-a-frightening-picture-in-the-aftermath-of-cyclone-ditwah/,"Areas flooded 1.1 hectares Population exposed 2.3 mn Landslides recorded 1.2 k = Buildings exposed 919 k The UNDP has estimated that almost 720 thousand buildings were exposed to cyclone-related flooding across Sri Lanka. According to UNDP analysis, this includes 243 hospitals (as estimated by the Sri Lankan Ministry of Health) and hundreds of educational [&#8230;]","Tue, 09 Dec 2025 23:45:13 +0000",6.38,undp assessment paints frightening picture aftermath cyclone ditwah areas flooded 1 1 hectares population exposed 2 3 mn landslides recorded 1 2 k buildings exposed 919 k undp estimated almost 720 thousand buildings exposed cyclone related flooding across sri lanka according undp analysis includes 243 hospitals estimated sri lankan ministry health hundreds educational 8230,3,-0.6249,-9.0,-9.6249,High Risk,"weather, health, sentiment",Major Event,"Sri, Lanka, Relief"
Daily News,"Relief to people, restoration utmost  priority  – Deputy Minister",https://dailynews.lk/2025/12/10/breaking-news/911618/relief-to-people-restoration-utmost-priority-deputy-minister/,"WB, Government agencies assessing damage Disaster management plan, early warning system needed Finance Deputy Minister Prof. Anil Jayantha Fernando yesterday said the Government has prioritised the provision of relief to&#8230;
The post Relief to people, restoration utmost  priority  &#8211; Deputy Minister appeared first on DailyNews.","Tue, 09 Dec 2025 20:01:00 +0000",5.8,relief people restoration utmost priority deputy minister wb government agencies assessing damage disaster management plan early warning system needed finance deputy minister prof anil jayantha fernando yesterday said government prioritised provision relief 8230 post relief people restoration utmost priority 8211 deputy minister appeared first dailynews,3,-0.1027,3.0,2.8973,High Opportunity,"weather, economic, sentiment",Major Event,"Sri, Lanka, Relief"
