Source,Title,Link,Summary,Published,SEO_Score,cleaned,topic_cluster,sentiment_score,lexicon_score,impact_score,impact_level,operational_tag,event_flag,cluster_name
LankaBusinessOnline,Management committee of ‘Rebuilding Sri Lanka’ fund appointed with  reps from  public and pvt sectors,https://www.lankabusinessonline.com/management-committee-of-rebuilding-sri-lanka-fund-appointed-with-reps-from-public-and-pvt-sectors/,"Cabinet approval has been granted to establish the ‘Rebuilding Sri Lanka’ Fund, aimed at rebuilding the country following the severe devastation caused by Cyclone ‘Ditwah’, one of the worst natural disasters in Sri Lanka’s recent history. The Fund is to be established as a statutory fund under the Presidential Secretariat and its Management Committee will [&#8230;]","Tue, 02 Dec 2025 04:25:27 +0000",6.92,management committee rebuilding sri lanka fund appointed reps public pvt sectors cabinet approval granted establish rebuilding sri lanka fund aimed rebuilding country following severe devastation caused cyclone ditwah one worst natural disasters sri lanka recent history fund established statutory fund presidential secretariat management committee 8230,3,-0.7579,-3.0,-3.7579000000000002,High Risk,"weather, transport, energy, sentiment",Major Event,"Sri, Lanka, Relief"
Dinamina,එක්සත් අරාබි එමීර් රාජ්‍යයේ  8 වැනි ගුව­න්යා­න­යත් එයි,https://www.dinamina.lk/2025/12/10/local/246420/%e0%b6%91%e0%b6%9a%e0%b7%8a%e0%b7%83%e0%b6%ad%e0%b7%8a-%e0%b6%85%e0%b6%bb%e0%b7%8f%e0%b6%b6%e0%b7%92-%e0%b6%91%e0%b6%b8%e0%b7%93%e0%b6%bb%e0%b7%8a-%e0%b6%bb%e0%b7%8f%e0%b6%a2%e0%b7%8a-14/,"දිට්වා සුළි කුණා­ටු­වෙන් විප­තට පත් ශ්‍රී ලාංකික ජන­තා­වට ආපදා ආධාර තොග­යක් රැගත් එක්සත් අරාබි එමීර් රාජ්‍යයේ 08 වැනි ගුව­න්යා­න­යත් ඊයේ (09) පස්ව­රුවේ&#8230;
The post එක්සත් අරාබි එමීර් රාජ්‍යයේ  8 වැනි ගුව­න්යා­න­යත් එයි appeared first on දිනමිණ.","Tue, 09 Dec 2025 21:20:45 +0000",5.9,8 08 09 8230 post 8 appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Dinamina,ඊච්ච­ල­ම්පත්තු ප්‍රා. රෝහලේ  වැඩ යළි අරඹයි,https://www.dinamina.lk/2025/12/10/provincial-news/246328/%e0%b6%8a%e0%b6%a0%e0%b7%8a%e0%b6%a0%e0%b6%bd%e0%b6%b8%e0%b7%8a%e0%b6%b4%e0%b6%ad%e0%b7%8a%e0%b6%ad%e0%b7%94-%e0%b6%b4%e0%b7%8a%e0%b6%bb%e0%b7%8f-%e0%b6%bb%e0%b7%9d%e0%b7%84/,"ජල ගැලීම් හේතු­වෙන් සම්පූ­ර්ණ­යෙන්ම ජල­යෙන් යටවූ නැඟෙ­න­හිර පළාතේ එකම ප්‍රාදේ­ශීය රෝහල වන ත්‍රිකු­ණා­මල දිස්ත්‍රි­ක්ක­යට අයත් ඊච්ච­ල­ම්පත්තු ප්‍රාදේ­ශීය රෝහලේ රෝගී සත්කා­රක සේවා හා&#8230;
The post ඊච්ච­ල­ම්පත්තු ප්‍රා. රෝහලේ  වැඩ යළි අරඹයි appeared first on දිනමිණ.","Tue, 09 Dec 2025 21:19:32 +0000",5.9,8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Dinamina,ප්‍රවේශ,https://www.dinamina.lk/2025/12/10/%e0%b6%b4%e0%b7%8a%e0%b6%bb%e0%b7%80%e0%b7%9a%e0%b7%81/246166/%e0%b6%b4%e0%b7%8a%e0%b6%bb%e0%b7%80%e0%b7%9a%e0%b7%81-21/,The post ප්‍රවේශ appeared first on දිනමිණ.,"Tue, 09 Dec 2025 21:00:38 +0000",5.9,post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Dinamina,ආසි­යානු කුස­ලාන ක්‍රිකට්  තර­ගා­ව­ලි­යට ශ්‍රී ලංකා  යොවුන් පිල අද ඩුබායි යයි,https://www.dinamina.lk/2025/12/10/sports/246382/%e0%b6%86%e0%b7%83%e0%b7%92%e0%b6%ba%e0%b7%8f%e0%b6%b1%e0%b7%94-%e0%b6%9a%e0%b7%94%e0%b7%83%e0%b6%bd%e0%b7%8f%e0%b6%b1-%e0%b6%9a%e0%b7%8a%e0%b6%bb%e0%b7%92%e0%b6%9a%e0%b6%a7-3/,"ආසි­යානු ක්‍රිකට් කවු­න්සි­ලය විසින් සංවි­ධාන කරන අවු­රුදු 19න් පහළ ආසි­යානු කුස­ලාන ක්‍රිකට් තර­ගා­ව­ලි­යට සහ­භාගි වන ශ්‍රී ලංකා යොවුන් කණ්ඩා­යම අද අලු­යම ඩුබායි&#8230;
The post ආසි­යානු කුස­ලාන ක්‍රිකට්  තර­ගා­ව­ලි­යට ශ්‍රී ලංකා  යොවුන් පිල අද ඩුබායි යයි appeared first on දිනමිණ.","Tue, 09 Dec 2025 20:56:02 +0000",5.9,19 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,රැකී රක්ෂා,https://www.silumina.lk/2025/12/06/classifieds/53464/%e0%b6%bb%e0%b7%90%e0%b6%9a%e0%b7%93-%e0%b6%bb%e0%b6%9a%e0%b7%8a%e0%b7%82%e0%b7%8f-89/,"ඇබෑර්තු වෙළඳ / අලෙවිකරණ අපගේ රෙදි­පිලි ප්‍රදර්ශ­නා­ගා­ර­යට සේවක/​ සේවි­කා­වන් වහාම බඳවා ගනු ලැබේ. DAD එන්ටර්ප්‍රයිසස්,​ නො. 16,​ පමු­ණුව පාර,​ මහ­ර­ගම. 0777041524 079820 අලෙවි ක්ෂේත්‍රයේ නිද­හස් රැකි­යා­වක් විශ්‍රාමික බැංකු,​ ගුරු ගණ­කා­ධි­කාරී&#8230;
The post රැකී රක්ෂා appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:02:32 +0000",5.58,dad 16 0777041524 079820 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,නාය නොයන බිම් අගලක් නැති ගම්පොළ විනාශය,https://www.silumina.lk/2025/12/06/news-features/53458/53458/,"කොත්මලේ ජලා­ශයේ බැම්ම පුපු­රා­ගොස් ඇති බවට ප්‍රවෘ­ත්ති­යක් සමාජ මාධ්‍ය ඔස්සේ සංස­ර­ණය විය. තවත් තැනක දැක්වුණේ බැම්ම බර­ප­තළ අන­තු­රක තිබෙන බවයි. මේ තොර­තුරු දැකී­මෙන් පසු එයින් දැඩි කම්ප­න­යට පත් කාන්තා­වක මිය­ගොස්&#8230;
The post නාය නොයන බිම් අගලක් නැති ගම්පොළ විනාශය appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:00:50 +0000",5.58,8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,සොබා­ද­හමේ අභි­යෝ­ග­යට මුහුණ දී සිටින ඉන්දු­නී­සි­යාව,https://www.silumina.lk/2025/12/06/world/53424/%e0%b7%83%e0%b7%9c%e0%b6%b6%e0%b7%8f%e0%b6%af%e0%b7%84%e0%b6%b8%e0%b7%9a-%e0%b6%85%e0%b6%b7%e0%b7%92%e0%b6%ba%e0%b7%9d%e0%b6%9c%e0%b6%ba%e0%b6%a7-%e0%b6%b8%e0%b7%94/,"සුළි­කු­ණාටු, භූක­ම්පන, සුනාමි, ජල ගැලීම් ආදි­යෙන් පීඩා විඳින ඉන්දු­නී­සි­යාවේ ජන­තා­වට මෙවර අධික වැසි­ව­ලින්ද බැට­කෑ­මට සිදු වූ අතර, 2004 වසරේ සුනා­මි­යෙන් අධික හානි­යට පත් සුමාත්‍රා දූපත ආසන්න ප්‍රදේ­ශ­ව­ලට මෙවර මහ වැසි­ව­ලින්&#8230;
The post සොබා­ද­හමේ අභි­යෝ­ග­යට මුහුණ දී සිටින ඉන්දු­නී­සි­යාව appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:00:41 +0000",5.58,2004 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,ව්‍යාපාරික,https://www.silumina.lk/2025/12/06/classifieds/53465/%e0%b7%80%e0%b7%8a%e0%b6%ba%e0%b7%8f%e0%b6%b4%e0%b7%8f%e0%b6%bb%e0%b7%92%e0%b6%9a-114/,"වෙළෙඳ ව්‍යාපාරික අවස්ථාවන් අක්කර දෙකක ඉඩ­මක වගා කර ලැබෙන ලාභය බෙදා ගැනී­මට අයෙකු අවශ්‍යයි. 0112578090,​ 0112578520. 078437
The post ව්‍යාපාරික appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:00:33 +0000",5.58,0112578090 0112578520 078437 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,නිවාස හා ඉඩම්,https://www.silumina.lk/2025/12/06/classifieds/53463/%e0%b6%b1%e0%b7%92%e0%b7%80%e0%b7%8f%e0%b7%83-%e0%b7%84%e0%b7%8f-%e0%b6%89%e0%b6%a9%e0%b6%b8%e0%b7%8a-119/,"නිවාස හා ඉඩම් ගේ දොර ඉඩකඩම් කොළඹ දිස්ත්‍රික්කය විකිණීමට අැතු­ල්කෝට්ටේ ප්‍රියද­ර්ශන මාවත පර්චස් 12 බිම් කොට­සක් විකි­ණී­මට. නිර­වුල් ඔප්පු. පර්චස් 1ක් රු.මි. 3.8. 0711713700 074797 කොස්ගම නගර සමී­පයේ 603 බස්&#8230;
The post නිවාස හා ඉඩම් appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:00:30 +0000",5.58,12 1 3 8 0711713700 074797 603 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,සාමාන්‍ය ‌සේවා,https://www.silumina.lk/2025/12/06/classifieds/53462/%e0%b7%83%e0%b7%8f%e0%b6%b8%e0%b7%8f%e0%b6%b1%e0%b7%8a%e0%b6%ba-%e0%b7%83%e0%b7%9a%e0%b7%80%e0%b7%8f-113/,"විවිධ අමතර ඉගැන්වීම් (ටියුෂන්) අ.උ.පෙ PHYSICS 070-3067766,​ COMBINED MATHS 077-5828008,​ CHEMISTRY 070-5070100 පළ­පු­රුදු උපා­ධි­ධාරී ගුරු­ව­රු­න්ගෙන් තනිව/​ කණ්ඩා­යම්. Live/​ onilne. 077996 BIOLOGY A/​L,​ උත්ත­ර­පත්‍ර පරීක්‍ෂකව­ර­යෙකි. පුන­රී­ක්ෂණ සිද්ධාන්ත ප්‍රවීණ ආචා­ර්ය­ව­ර­යෙක් නිව­සට. මහ­නු­වර,​&#8230;
The post සාමාන්‍ය ‌සේවා appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:00:29 +0000",5.58,physics 070 3067766 combined maths 077 5828008 chemistry 070 5070100 live onilne 077996 biology l 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Silumina,රථවාහන,https://www.silumina.lk/2025/12/06/classifieds/53455/%e0%b6%bb%e0%b6%ae%e0%b7%80%e0%b7%8f%e0%b7%84%e0%b6%b1-67/,"රථවාහන බස් හා ලොරි රථ විකිණීම 42-1210 බෙන්ස් 1989 ටීක් අඩි 16.5&#8242; සම්පූර්ණ බොඩිය සහිත ලොරිය 2,​850,​000/​-. ස්කූටර් &#8211; BHS &#8211; 2016 &#8211; ට්‍රොපිකා 125 BGZ &#8211; 2018 &#8211; e-Now&#8230;
The post රථවාහන appeared first on සිළුමිණ.","Fri, 05 Dec 2025 20:00:16 +0000",5.58,42 1210 1989 16 5 8242 2 850 000 8211 bhs 8211 2016 8211 125 bgz 8211 2018 8211 e 8230 post appeared first,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Thinakaran,அரசாங்கத்தின் பிழைகளை சுட்டிக்காட்டுவது எதிர்க்கட்சியின் பொறுப்பு,https://www.thinakaran.lk/2025/12/10/breaking-news/168289/%e0%ae%85%e0%ae%b0%e0%ae%9a%e0%ae%be%e0%ae%99%e0%af%8d%e0%ae%95%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%ae%bf%e0%ae%a9%e0%af%8d-%e0%ae%aa%e0%ae%bf%e0%ae%b4%e0%af%88%e0%ae%95%e0%ae%b3%e0%af%88-%e0%ae%9a%e0%af%81/,"அரசாங்கத்தின் பிழைகளை சுட்டிக் காட்டுவது எதிர்க்கட்சிகளின் தலையாய கடமையென, ஐக்கிய மக்கள் சக்தியின் பாராளுமன்ற உறுப்பினர் எஸ்.எம் மரிக்கார் தெரிவித்துள்ளார். தேசிய மக்கள் சக்தி அரசாங்கத்தால் முன்னெடுக்கப்படும் அனைத்து நடவடிக்கைகளும்&#8230;
The post அரசாங்கத்தின் பிழைகளை சுட்டிக்காட்டுவது எதிர்க்கட்சியின் பொறுப்பு appeared first on Thinakaran.","Wed, 10 Dec 2025 01:11:45 +0000",5.5,8230 post appeared first thinakaran,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Thinakaran,நைஜீரியாவில் கடத்தப்பட்ட 100 மாணவர்கள் மீட்பு,https://www.thinakaran.lk/2025/12/10/world/168332/%e0%ae%a8%e0%af%88%e0%ae%9c%e0%af%80%e0%ae%b0%e0%ae%bf%e0%ae%af%e0%ae%be%e0%ae%b5%e0%ae%bf%e0%ae%b2%e0%af%8d-%e0%ae%95%e0%ae%9f%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%ae%aa%e0%af%8d%e0%ae%aa%e0%ae%9f%e0%af%8d/,"நைஜீரியாவின் கத்தோலிக்க பாடசாலையொன்றில் இருந்து கடத்தப்பட்ட 100 சிறுவர்கள் மீட்கப்பட்டுள்ளதாக அதிகாரிகள் தெரிவித்துள்ளனர். நைஜீரியாவின் நைகர் மாநிலத்தின் பாபிரி என்ற இடத்திலுள்ள செயின்ட் மேரிஸ் கத்தோலிக்க பாடசாலையில் இருந்து கடத்தப்பட்ட&#8230;
The post நைஜீரியாவில் கடத்தப்பட்ட 100 மாணவர்கள் மீட்பு appeared first on Thinakaran.","Wed, 10 Dec 2025 01:10:53 +0000",5.5,100 100 8230 post 100 appeared first thinakaran,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Thinakaran,அம்பிட்டிய சுமண ரத்ன தேரரை கைது செய்யுமாறு உத்தரவு,https://www.thinakaran.lk/2025/12/10/breaking-news/168291/%e0%ae%85%e0%ae%ae%e0%af%8d%e0%ae%aa%e0%ae%bf%e0%ae%9f%e0%af%8d%e0%ae%9f%e0%ae%bf%e0%ae%af-%e0%ae%9a%e0%af%81%e0%ae%ae%e0%ae%a3-%e0%ae%b0%e0%ae%a4%e0%af%8d%e0%ae%a9-%e0%ae%a4%e0%af%87%e0%ae%b0/,"அம்பிட்டிய சுமண ரத்ன தேரரை கைது செய்து எதிர்வரும் 15 திகதிக்கு முன்னர் ஆஜர்படுத்துமாறு, மட்டக்களப்பு நீதவான் நீதிமன்றம் பொலிஸாருக்கு உத்தரவிட்டுள்ளது.தமிழ் மக்களை வெட்டிக் கொல்ல வேண்டுமெனக் கூறிய குற்றச்சாட்டு&#8230;
The post அம்பிட்டிய சுமண ரத்ன தேரரை கைது செய்யுமாறு உத்தரவு appeared first on Thinakaran.","Wed, 10 Dec 2025 01:10:25 +0000",5.5,15 8230 post appeared first thinakaran,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Thinakaran,நாட்டின் 20 வீத நிலப்பரப்பு வெள்ளத்தில் மூழ்கி சேதம்,https://www.thinakaran.lk/2025/12/10/breaking-news/168295/%e0%ae%a8%e0%ae%be%e0%ae%9f%e0%af%8d%e0%ae%9f%e0%ae%bf%e0%ae%a9%e0%af%8d-20-%e0%ae%b5%e0%af%80%e0%ae%a4-%e0%ae%a8%e0%ae%bf%e0%ae%b2%e0%ae%aa%e0%af%8d%e0%ae%aa%e0%ae%b0%e0%ae%aa%e0%af%8d%e0%ae%aa/,"இலங்கையை தாக்கிய ‘தித்வா’ புயல் காரணமாக ஏற்பட்ட வெள்ளத்தின் சேதங்கள் குறித்து, ஐக்கிய நாடுகள் அபிவிருத்தி திட்டம் புதிய மற்றும் அதிர்ச்சியூட்டும் அறிக்கையை வெளியிட்டுள்ளது. இந்த அறிக்கையின் பிரகாரம் நாட்டின்&#8230;
The post நாட்டின் 20 வீத நிலப்பரப்பு வெள்ளத்தில் மூழ்கி சேதம் appeared first on Thinakaran.","Wed, 10 Dec 2025 01:07:09 +0000",5.5,20 8230 post 20 appeared first thinakaran,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Thinakaran,இலங்கையில் 10 வருட சேவையை எட்டிய Uber,https://www.thinakaran.lk/2025/12/10/business/168193/%e0%ae%87%e0%ae%b2%e0%ae%99%e0%af%8d%e0%ae%95%e0%af%88%e0%ae%af%e0%ae%bf%e0%ae%b2%e0%af%8d-10-%e0%ae%b5%e0%ae%b0%e0%af%81%e0%ae%9f-%e0%ae%9a%e0%af%87%e0%ae%b5%e0%af%88%e0%ae%af%e0%af%88-%e0%ae%8e/,"இலங்கையில் தனது சேவைகளை சிறப்பாக வழங்குவதில் பத்து ஆண்டுகள் நிறைவை Uber எட்டியுள்ளது. மக்கள் போக்குவரத்து செய்யும் வழிமுறைகளை மாற்றியமைத்து, பல்லாயிரக்கணக்கான இலங்கை மக்கள் தமது வாழ்வாதாரங்களை முன்கொண்டு செல்ல&#8230;
The post இலங்கையில் 10 வருட சேவையை எட்டிய Uber appeared first on Thinakaran.","Wed, 10 Dec 2025 01:00:11 +0000",5.5,10 uber uber 8230 post 10 uber appeared first thinakaran,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
Thinakaran,‘லங்கா ரைட்’ சைக்கிளோட்டப் போட்டி 2026 ஜனவரி மாதத்திற்கு ஒத்திவைப்பு,https://www.thinakaran.lk/2025/12/10/sports/168129/%e0%ae%b2%e0%ae%99%e0%af%8d%e0%ae%95%e0%ae%be-%e0%ae%b0%e0%af%88%e0%ae%9f%e0%af%8d-%e0%ae%9a%e0%af%88%e0%ae%95%e0%af%8d%e0%ae%95%e0%ae%bf%e0%ae%b3%e0%af%8b%e0%ae%9f%e0%af%8d%e0%ae%9f%e0%ae%aa/,"தித்வா சூறாவளியால் ஏற்பட்ட பாதிப்பை அடுத்து லேக் ஹவுஸ் நிறுவனத்தின் அச்சு மற்றும் டிஜிட்டல் ஊடக அனுசரணையுடன் 22 ஆண்டுகளின் பின்னர் விளையாட்டுத் துறை அமைச்சினால் நடத்தப்படும் &#8216;லங்கா ரைட்&#8217;&#8230;
The post &#8216;லங்கா ரைட்&#8217; சைக்கிளோட்டப் போட்டி 2026 ஜனவரி மாதத்திற்கு ஒத்திவைப்பு appeared first on Thinakaran.","Wed, 10 Dec 2025 01:00:02 +0000",5.5,2026 22 8216 8217 8230 post 8216 8217 2026 appeared first thinakaran,1,0.0,0.0,0.0,Neutral,general,Normal,"Post, Appeared, 8230"
